hospital_id,hospital_org_id,ein,name,name_cr,street_address,city,state,zip_code,fips_state_and_county_code,hospital_bed_count,chrch_affl_f,urban_location_f,children_hospital_f,memb_counc_teach_hosps_f,medicare_provider_number,county,hospital_bed_size,updated_dt
432,272,840469270,Community Hospital,Community Hospital,2351 G Road,Grand Junction,CO,81505,08077,78,N,Y,N,N,060054,Mesa County,<100 beds,"November 20, 2023"
433,273,840438224,Centura Porter Adventist Hospital,Centura Porter Adventist Hospital,2525 South Downing Street,Denver,CO,80210,08031,368,N,Y,N,N,060064,Denver County,>299 beds,"November 20, 2023"
434,264,742568941,North Suburban Medical Center,North Suburban Medical Center,9191 Grant St,Thornton,CO,80229,08001,157,N,Y,N,N,060065,Adams County,100-299 beds,"November 20, 2023"
435,274,840446259,Valley View Hospital,Valley View Hospital,1906 Blake,Glenwood Springs,CO,81601,08045,78,N,N,N,N,060075,Garfield County,<100 beds,"November 20, 2023"
436,30,450233470,Sterling Regional Medcenter,Sterling Regional Medcenter,615 Fairhurst Street,Sterling,CO,80751,08075,36,N,N,N,N,060076,Logan County,<100 beds,"November 20, 2023"
437,275,840563230,Vail Valley Medical Center,Vail Valley Medical Center,181 West Meadow Drive,Vail,CO,81657,08037,58,N,N,N,N,060096,Eagle County,<100 beds,"November 20, 2023"
438,264,742568941,"Medical Center Of Aurora, The",The Medical Center Of Aurora,1501 S Potomac St,Aurora,CO,80012,08005,346,N,Y,N,N,060100,Arapahoe County,>299 beds,"November 20, 2023"
439,273,840438224,Centura Avista Adventist Hospital,Centura Avista Adventist Hospital,100 Health Park Drive,Louisville,CO,80027,08013,66,Y,Y,N,N,060103,Boulder County,<100 beds,"November 20, 2023"
440,263,840405257,Centura St Anthony North Hospital,Centura St Anthony North Hospital,14300 Orchard Pkwy,Westminster,CO,80023,08014,196,N,Y,N,Y,060104,Broomfield County,100-299 beds,"November 20, 2023"
441,276,742044647,National Jewish Health,National Jewish Health,1400 Jackson St,Denver,CO,80206,08031,46,N,Y,N,Y,060107,Denver County,<100 beds,"November 20, 2023"
442,264,742568941,Sky Ridge Medical Center,Sky Ridge Medical Center,10101 Ridge Gate Parkway,Lone Tree,CO,80124,08005,186,N,Y,N,N,060112,Arapahoe County,100-299 beds,"November 20, 2023"
443,273,840438224,Centura Littleton Adventist Hospital,Centura Littleton Adventist Hospital,7700 South Broadway,Littleton,CO,80122,08005,231,Y,Y,N,N,060113,Arapahoe County,100-299 beds,"November 20, 2023"
444,273,840438224,Centura Parker Adventist Hospital,Centura Parker Adventist Hospital,9395 Crown Crest Blvd,Parker,CO,80138,08035,104,N,Y,N,N,060114,Douglas County,100-299 beds,"November 20, 2023"
445,261,841103606,Good Samaritan Medical Ctr,Good Samaritan Medical Ctr,200 Exempla Circle,Lafayette,CO,80026,08013,234,N,Y,N,N,060116,Boulder County,100-299 beds,"November 20, 2023"
446,263,840405257,Centura St Anthony Summit Hospital,Centura St Anthony Summit Hospital,340 Peak One Dr,Frisco,CO,80443,08117,35,Y,N,N,N,060118,Summit County,<100 beds,"November 20, 2023"
447,277,043730045,Medical Center Of The Rockies,Medical Center Of The Rockies,2500 Rocky Mountain Avenue,Loveland,CO,80538,08069,136,N,Y,N,N,060119,Larimer County,100-299 beds,"November 20, 2023"
448,263,840405257,Orthocolorado Hospital,Orthocolorado Hospital,11650 West 2nd Place,Lakewood,CO,80228,08059,48,N,Y,N,N,060124,Jefferson County,<100 beds,"November 20, 2023"
449,273,840438224,Centura Castle Rock Adventist Hosp,Centura Castle Rock Adventist Hosp,2350 Meadows Boulevard,Castle Rock,CO,80109,08035,50,N,Y,N,N,060125,Douglas County,<100 beds,"November 20, 2023"
450,30,450233470,Banner Fort Collins Medical Center,Banner Fort Collins Medical Center,4700 Lady Moon Drive,Fort Collins,CO,80528,08069,22,N,Y,N,N,060126,Larimer County,<100 beds,"November 20, 2023"
451,279,822666059,Uchealth Greeley Hospital,Uchealth Greeley Hospital,6767 West 29th Street,Greeley,CO,80634,08123,50,N,Y,N,N,060131,Weld County,<100 beds,"November 20, 2023"
452,280,841276376,Rio Grande Hospital,Rio Grande Hospital,310 County Road 14,Del Norte,CO,81132,08105,17,N,N,N,N,061301,Rio Grande County,<100 beds,"November 20, 2023"
453,281,840447998,Colorado Canyons Hospital & Med Ctr,Colorado Canyons Hospital & Med Ctr,300 W Ottley Ave,Fruita,CO,81521,08077,25,N,Y,N,N,061302,Mesa County,<100 beds,"November 20, 2023"
454,30,450233470,East Morgan County Hospital,East Morgan County Hospital,2400 W Edison,Brush,CO,80723,08087,25,N,N,N,N,061303,Morgan County,<100 beds,"November 20, 2023"
455,260,840255530,Conejos County Hospital,Conejos County Hospital,19021 Us Hwy 285,La Jara,CO,81140,08021,17,N,N,N,N,061308,Conejos County,<100 beds,"November 20, 2023"
456,283,840586742,Mt San Rafael Hospital,Mt San Rafael Hospital,410 Benedicta Ave,Trinidad,CO,81082,08071,25,N,N,N,N,061321,Las Animas County,<100 beds,"November 20, 2023"
457,284,841337350,Southwest Memorial Hospital,Southwest Memorial Hospital,1311 North Mildred Road,Cortez,CO,81321,08083,25,N,N,N,N,061327,Montezuma County,<100 beds,"November 20, 2023"
458,270,841465990,Arkansas Valley Regl Med Ctr,Arkansas Valley Regl Med Ctr,1100 Carson Avenue,La Junta,CO,81050,08089,25,N,N,N,N,061336,Otero County,<100 beds,"November 20, 2023"
459,263,840405257,Centura St Thomas More Hospital,Centura St Thomas More Hospital,1338 Phay,Canon City,CO,81212,08043,25,N,N,N,N,061344,Fremont County,<100 beds,"November 20, 2023"
460,285,840166760,Childrens Hospital Colorado,Childrens Hospital Colorado,13123 East 16th Avenue,Aurora,CO,80045,08001,479,N,Y,Y,Y,063301,Adams County,>299 beds,"November 20, 2023"
461,285,840166760,Chco - Colorado Springs,Chco - Colorado Springs,4090 Briargate Pkwy,Colorado Springs,CO,80920,08041,99,N,Y,Y,Y,063303,El Paso County,<100 beds,"November 20, 2023"
462,286,060653171,Hospital Of St Raphael,Hospital Of Saint Raphael,1450 Chapel St,New Haven,CT,06511,09009,511,N,Y,N,Y,070001,New Haven County,>299 beds,"November 20, 2023"
463,287,060646813,Saint Francis Hospital,Saint Francis Hospital,114 Woodland Street,Hartford,CT,06105,09003,617,Y,Y,N,Y,070002,Hartford County,>299 beds,"November 20, 2023"
464,288,060646599,Day Kimball Hospital,Day Kimball Hospital,320 Pomfret Street,Putnam,CT,06260,09015,104,N,Y,N,N,070003,Windham County,100-299 beds,"November 20, 2023"
465,289,815056290,Sharon Hospital,Sharon Hospital,50 Hospital Hill Road,Sharon,CT,06069,09005,78,N,N,N,N,070004,Litchfield County,<100 beds,"November 20, 2023"
466,290,060665979,Waterbury Hospital,Waterbury Hospital,64 Robbins St,Waterbury,CT,06721,09009,357,N,Y,N,Y,070005,New Haven County,>299 beds,"November 20, 2023"
467,291,060646917,The Stamford Hospital,The Stamford Hospital,One Hospital Plaza,Stamford  Ct 06904,CT,06904,09001,305,N,Y,N,Y,070006,Fairfield County,>299 beds,"November 20, 2023"
468,292,060646704,Lawrence & Memorial Hospital,Lawrence & Memorial Hospital,365 Montauk Avenue,New London,CT,06320,09011,280,N,Y,N,N,070007,New London County,100-299 beds,"November 20, 2023"
469,294,475676956,Johnson Memorial Hospital  Inc,Johnson Memorial Hospital  Inc,201 Chestnut Hill Road,Stafford Springs,CT,06076,09013,92,N,Y,N,N,070008,Tolland County,<100 beds,"November 20, 2023"
470,295,060646768,Bradley Memorial Hospital & Health Ctr,,81 Meriden Avenue,Southington,CT,06489,09003,84,N,Y,N,N,070009,Hartford County,<100 beds,"November 20, 2023"
471,296,060646554,Bridgeport Hospital,Bridgeport Hospital,267 Grant Street,Bridgeport,CT,06610,09001,497,N,Y,N,Y,070010,Fairfield County,>299 beds,"November 20, 2023"
472,297,060646678,Charlotte Hungerford Hospital,Charlotte Hungerford Hospital,540 Litchfield Street,Torrington,CT,06790,09005,109,N,N,N,N,070011,Litchfield County,100-299 beds,"November 20, 2023"
473,298,060653151,Rockville General Hospital,Rockville General Hospital  Inc,31 Union St,Rockville,CT,06066,09013,102,N,Y,N,N,070012,Tolland County,100-299 beds,"November 20, 2023"
474,300,060646597,New Milford Hospital,,21 Elm St,New Milford,CT,06776,09005,85,N,N,N,N,070015,Litchfield County,<100 beds,"November 20, 2023"
475,301,060646844,St Marys Hospital,St Marys Hospital,56 Franklin Street,Waterbury,CT,06706,09009,347,Y,Y,N,Y,070016,New Haven County,>299 beds,"November 20, 2023"
476,302,060646715,Midstate Medical Center,Midstate Medical Center,435 Lewis Avenue,Meriden,CT,06451,09009,144,N,Y,N,N,070017,New Haven County,100-299 beds,"November 20, 2023"
477,303,060646659,Greenwich Hospital,Greenwich Hospital,5 Perryridge Road,Greenwich,CT,06830,09001,206,N,Y,N,Y,070018,Fairfield County,100-299 beds,"November 20, 2023"
478,304,060646741,Milford Hospital  Inc,Milford Hospital  Inc,300 Seaside Avenue,Milford,CT,06450,09009,106,N,Y,N,N,070019,New Haven County,100-299 beds,"November 20, 2023"
479,305,060646718,Middlesex Hospital,Middlesex Hospital,28 Crescent Street,Middletown,CT,06457,09007,275,N,Y,N,Y,070020,Middlesex County,100-299 beds,"November 20, 2023"
480,306,060646966,Windham Community Memorial Hospital,Windham Community Memorial Hospital,112 Mansfield Ave,Willimantic,CT,06226,09015,130,N,Y,N,N,070021,Windham County,100-299 beds,"November 20, 2023"
481,307,060646652,Yale-New Haven Hospital,Yale-New Haven Hospital,20 York Street,New Haven,CT,06504,09009,874,N,Y,N,Y,070022,New Haven County,>299 beds,"November 20, 2023"
482,308,060250773,The William W Backus Hospital,The William W Backus Hospital,326 Washington Street,Norwich,CT,06360,09011,213,N,Y,N,Y,070024,New London County,100-299 beds,"November 20, 2023"
483,309,060646668,Hartford Hospital,Hartford Hospital,80 Seymour Street,Hartford,CT,06102,09003,819,N,Y,N,Y,070025,Hartford County,>299 beds,"November 20, 2023"
484,310,060646710,Manchester Memorial Hospital,Manchester Memorial Hospital,71 Haynes St,Manchester,CT,06040,09003,249,N,Y,N,Y,070027,Hartford County,100-299 beds,"November 20, 2023"
485,312,832550272,St Vincents Medical Center,St Vincents Medical Center,2800 Main Street,Bridgeport,CT,06606,09001,397,N,Y,N,Y,070028,Fairfield County,>299 beds,"November 20, 2023"
486,313,060646559,Bristol Hospital  Inc,Bristol Hospital  Inc,Brewster Road,Bristol,CT,06111,09003,134,N,Y,N,N,070029,Hartford County,100-299 beds,"November 20, 2023"
487,314,060647014,The Griffin Hospital,The Griffin Hospital,130 Division Street,Derby,CT,06418,09009,160,N,Y,N,Y,070031,New Haven County,100-299 beds,"November 20, 2023"
488,300,060646597,Danbury Hospital,Danbury Hospital,24 Hospital Ave,Danbury,CT,06810,09001,345,N,Y,N,Y,070033,Fairfield County,>299 beds,"November 20, 2023"
489,315,066068853,Norwalk Hospital,Norwalk Hospital,Maple St,Norwalk,CT,06856,09001,328,N,Y,N,Y,070034,Fairfield County,>299 beds,"November 20, 2023"
490,295,060646768,The Hospital Of Central Connecticut,The Hospital Of Central Connecticut,100 Grand Street,New Britain,CT,06050,09003,330,N,Y,N,Y,070035,Hartford County,>299 beds,"November 20, 2023"
491,316,060878822,The Connecticut Hospice  Inc,The Connecticut Hospice  Inc,100 Double Beach Road,Branford,CT,06405,09009,52,N,Y,N,Y,070038,New Haven County,<100 beds,"November 20, 2023"
492,317,060655131,Masonicare Health Center,Masonicare Health Center,22 Masonic Avenue,Wallingford,CT,06492,09009,91,N,Y,N,Y,070039,New Haven County,<100 beds,"November 20, 2023"
493,318,060646672,Hebrew Home & Hospital,Hebrew Home & Hospital,One Abrahams Blvd,West Hartford,CT,06117,09003,45,N,Y,N,N,070040,Hartford County,<100 beds,"November 20, 2023"
494,319,060646755,Connecticut Childrens Medical Center,Connecticut Childrens Medical Center,282 Washington Street,Hartford,CT,06106,09003,129,N,Y,Y,Y,073300,Hartford County,100-299 beds,"November 20, 2023"
495,320,510103684,Christiana Care Health System,Christiana Care Health System,501 W 14th Street,Wilmington,DE,19899,10003,1196,N,Y,N,Y,080001,New Castle County,>299 beds,"November 20, 2023"
496,321,510064326,St Francis Hospital  Wilmington,St Francis Hospital  Wilmington,7th & Clayton Streets,Wilmington,DE,19805,10003,395,N,Y,N,Y,080003,New Castle County,>299 beds,"November 20, 2023"
497,322,510064318,Bayhealth Hospital  Kent Campus,Bayhealth Hospital  Kent Campus,640 South State Street,Dover,DE,19901,10001,304,N,Y,N,Y,080004,Kent County,>299 beds,"November 20, 2023"
498,323,510069243,Nanticoke Memorial Hospital,Nanticoke Memorial Hospital,801 Middleford Road,Seaford,DE,19973,10005,119,N,Y,N,N,080006,Sussex County,100-299 beds,"November 20, 2023"
499,324,510067938,Beebe Medical Center,Beebe Medical Center,424 Savanah Road,Lewes,DE,19958,10005,155,N,Y,N,Y,080007,Sussex County,100-299 beds,"November 20, 2023"
500,322,510064318,Bayhealth Hospital  Sussex Campus,Bayhealth Hospital  Sussex Campus,100 Wellness Way,Milford,DE,19963,10005,168,N,Y,N,Y,080009,Sussex County,100-299 beds,"November 20, 2023"
501,325,590634433,Alfred I Dupont Hosp For Children,Alfred I Dupont Hosp For Children,1600 Rockland Road,Wilmington,DE,19899,10003,260,N,Y,Y,Y,083300,New Castle County,100-299 beds,"November 20, 2023"
502,326,530204707,Howard University Hospital,Howard University Hospital,2041 Georgia Avenue Nw,Washington,DC,20060,11001,479,N,Y,N,Y,090003,District of Columbia,>299 beds,"November 20, 2023"
503,327,522218584,Georgetown University Hospital,Georgetown University Hospital,3800 Reservoir Road  Nw,Washington,DC,20007,11001,535,N,Y,N,Y,090004,District of Columbia,>299 beds,"November 20, 2023"
504,328,530196602,Sibley Memorial Hospital,Sibley Memorial Hospital,5255 Loughboro Road Nw,Washington,DC,20016,11001,362,N,Y,N,Y,090005,District of Columbia,>299 beds,"November 20, 2023"
505,329,530196636,Providence Hospital,Providence Hospital,1150 Varnum Street  Ne,Washington,DC,20017,11001,408,N,Y,N,N,090006,District of Columbia,>299 beds,"November 20, 2023"
506,330,521272129,Washington Hospital Center,Washington Hospital Center,110 Irving Street  Nw,Washington,DC,20010,11001,818,N,Y,N,Y,090011,District of Columbia,>299 beds,"November 20, 2023"
507,331,530196580,Childrens Hospital,Childrens Hospital,111 Michigan Ave  Nw,Washington,DC,20010,11001,323,N,Y,Y,N,093300,District of Columbia,>299 beds,"November 20, 2023"
508,332,592142859,Shands Jacksonville Medical Center,Shands Jacksonville Medical Center,655 West 8th Street,Jacksonville,FL,32209,12031,695,N,Y,N,Y,100001,Duval County,>299 beds,"November 20, 2023"
509,333,592447554,Bethesda Hospital,Bethesda Hospital,2815 S Seacrest Blvd,Boynton Beach,FL,33435,12099,481,N,Y,N,Y,100002,Palm Beach County,>299 beds,"November 20, 2023"
510,334,591726273,Orlando Health,Orlando Health,52 W Underwood St,Orlando,FL,32806,12095,1738,N,Y,N,Y,100006,Orange County,>299 beds,"November 20, 2023"
511,335,591479658,Adventhealth Orlando,Adventhealth Orlando,601 E Rollins St,Orlando,FL,32803,12095,3060,N,Y,N,Y,100007,Orange County,>299 beds,"November 20, 2023"
512,336,590910342,Baptist Hospital,Baptist Hospital,8900 North Kendall Drive,Miami,FL,33176,12086,948,N,Y,N,N,100008,Miami-Dade County,>299 beds,"November 20, 2023"
513,337,590624458,University Of Miami Hospital,University Of Miami Hospital,1400 Nw 12th Avenue,Miami,FL,33136,12086,560,N,Y,N,Y,100009,Miami-Dade County,>299 beds,"November 20, 2023"
514,339,473793197,Adventhealth New Smyrna Beach,Adventhealth New Smyrna Beach,401 Palmetto Street,New Smyrna Beach,FL,32168,12127,109,Y,Y,N,N,100014,Volusia County,100-299 beds,"November 20, 2023"
515,340,590694358,Naples Community Hospital,Naples Community Hospital,350 7th Street North,Naples,FL,34102,12021,713,N,Y,N,N,100018,Collier County,>299 beds,"November 20, 2023"
516,341,590624371,Holmes Regl Medical Center,Holmes Regl Medical Center,1350 South Hickory Street,Melbourne,FL,32901,12009,514,N,Y,N,N,100019,Brevard County,>299 beds,"November 20, 2023"
517,342,592890430,Citrus Memorial Hospital,Citrus Memorial Hospital,502 W Highland Blvd,Inverness,FL,34452,12017,198,N,Y,N,N,100023,Citrus County,100-299 beds,"November 20, 2023"
518,343,590634434,Ascension Sacred Heart Pensacola,Ascension Sacred Heart Pensacola,5151 North 9th Avenue,Pensacola,FL,32504,12033,547,N,Y,N,Y,100025,Escambia County,>299 beds,"November 20, 2023"
519,343,590634434,Ascension Sacred Heart Bay,Ascension Sacred Heart Bay,615 North Bonita Avenue,Panama City,FL,32401,12005,323,N,Y,N,N,100026,Bay County,>299 beds,"November 20, 2023"
520,344,800764192,Orlando Health-Health Central Hospit,Orlando Health-Health Central Hospit,10000 W Colonial Drive,Ocoee,FL,34761,12095,216,N,Y,N,N,100030,Orange County,100-299 beds,"November 20, 2023"
521,346,845074208,Bayfront Health St Petersburg,Bayfront Health St Petersburg,701 6th Strret South,St Petersburg,FL,33701,12103,480,N,Y,N,Y,100032,Pinellas County,>299 beds,"November 20, 2023"
522,347,590624424,Mount Sinai Medical Center Of Florid,Mount Sinai Medical Center Of Florid,4300 Alton Road,Miami Beach,FL,33140,12086,672,N,Y,N,Y,100034,Miami-Dade County,>299 beds,"November 20, 2023"
523,348,590624449,Ascension St Vincents Riverside,Ascension St Vincents Riverside,1 Shircliff Way,Jacksonville,FL,32204,12031,528,N,Y,N,N,100040,Duval County,>299 beds,"November 20, 2023"
524,349,590855412,Mease Hospital And Clinic,Mease Hospital And Clinic,601 Main St,Dunedin,FL,34698,12103,507,N,Y,N,N,100043,Pinellas County,>299 beds,"November 20, 2023"
525,351,912153073,Martin Medical Center,Martin Medical Center,200 Hospital Avenue,Stuart,FL,34995,12085,521,N,Y,N,N,100044,Martin County,>299 beds,"November 20, 2023"
526,352,593256803,Adventhealth Deland,Adventhealth Deland,701 West Plymouth Avenue,Deland,FL,32720,12127,164,Y,Y,N,Y,100045,Volusia County,100-299 beds,"November 20, 2023"
527,353,592108057,Adventhealth Zephyrhills,Adventhealth Zephyrhills,7050 Gall Boulevard,Zephyrhills,FL,33541,12101,139,Y,Y,N,N,100046,Pasco County,100-299 beds,"November 20, 2023"
528,354,592425149,Jay Hospital,Jay Hospital,14114 Alabama St,Jay,FL,32565,12113,55,N,Y,N,N,100048,Santa Rosa County,<100 beds,"November 20, 2023"
529,355,593322533,Orlando Health South Lake Hospital,Orlando Health South Lake Hospital,1900 Don Wickham Drive,Clermont,FL,34711,12069,122,N,Y,N,N,100051,Lake County,100-299 beds,"November 20, 2023"
530,356,590724462,Winter Haven Hospital,Winter Haven Hospital,200 Ave F  Ne,Winter Haven,FL,33881,12105,508,N,Y,N,N,100052,Polk County,>299 beds,"November 20, 2023"
531,357,590898901,Adventhealth - North Pinellas,Adventhealth - North Pinellas,1395 S Pinellas Avenue,Tarpon Springs,FL,34689,12103,168,N,Y,N,N,100055,Pinellas County,100-299 beds,"November 20, 2023"
532,358,593140669,Adventhealth Waterman,Adventhealth Waterman,1000 Waterman Way,Tavares,FL,32778,12069,269,Y,Y,N,Y,100057,Lake County,100-299 beds,"November 20, 2023"
533,359,590791034,Mercy Hospital Inc,,3663 S Miami Ave,Miami,FL,33133,12086,473,Y,Y,N,Y,100061,Miami-Dade County,>299 beds,"November 20, 2023"
534,361,824372339,Adventhealth Ocala,Adventhealth Ocala,1500 Sw 1st Ave,Ocala,FL,34474,12083,385,N,Y,N,N,100062,Marion County,>299 beds,"November 20, 2023"
535,362,590624462,Morton Plant North Bay Hospital,Morton Plant North Bay Hospital,6600 Madison Street,New Port Richey,FL,34652,12101,222,N,Y,N,N,100063,Pasco County,100-299 beds,"November 20, 2023"
536,363,592043026,St Anthonys Hospital,St Anthonys Hospital,1200 7th Avenue North,St Petersburg,FL,33705,12103,395,Y,Y,N,N,100067,Pinellas County,>299 beds,"November 20, 2023"
537,364,590973502,Adventhealth Daytona Beach,Adventhealth Daytona Beach,301 Memorial Medical Parkway,Daytona,FL,32117,12127,362,Y,Y,N,N,100068,Volusia County,>299 beds,"November 20, 2023"
538,365,591113901,Adventhealth Carrollwood,Adventhealth Carrollwood,7171 North Dale Mabry Highway,Tampa,FL,33614,12057,103,Y,Y,N,N,100069,Hillsborough County,100-299 beds,"November 20, 2023"
